city,province,lease_term,type,price,beds,baths,sq_feet (don’t use),sq_feet,furnishing,Pets
Kingston,Ontario,Long Term,Apartment,1599,1,1,550,550,FALSE,TRUE
Kingston,Ontario,Long Term,Apartment,1585,1,1,435,435,FALSE,TRUE
Kingston,Ontario,Long Term,Apartment,1575,1,1,475,475,FALSE,TRUE
Kingston,Ontario,Long Term,Apartment,1560,1,1,390,390,FALSE,FALSE
Kingston,Ontario,Long Term,Apartment,1560,1,1,406,406,FALSE,TRUE
Kingston,Ontario,Long Term,Apartment,1559,1,1,620,620,FALSE,TRUE
Kingston,Ontario,Long Term,Apartment,1539,1,1,560,560,FALSE,TRUE
Kingston,Ontario,Long Term,Apartment,1530,1,1,542,542,FALSE,TRUE
Kingston,Ontario,Long Term,Apartment,1519,1,1,696,696,FALSE,TRUE
Kingston,Ontario,Long Term,Apartment,1515,1,1,284,284,FALSE,TRUE
Kingston,Ontario,Long Term,Apartment,1510,1,1,320,320,TRUE,FALSE
Kingston,Ontario,Long Term,Apartment,1505,1,1,505,505,FALSE,TRUE
Kingston,Ontario,Long Term,Apartment,1499,1,1,505,505,FALSE,TRUE
Kingston,Ontario,Long Term,Apartment,1499,1,1,520,520,FALSE,TRUE
Kingston,Ontario,Long Term,Apartment,1475,1,1,541,541,FALSE,TRUE
Kingston,Ontario,Long Term,Apartment,1425,1,1,320,320,FALSE,FALSE
Kingston,Ontario,Long Term,Apartment,1415,1,1,320,320,FALSE,FALSE
Kingston,Ontario,Long Term,Apartment,1415,1,1,500,500,FALSE,FALSE
Kingston,Ontario,Long Term,Apartment,1399,1,1,520,520,FALSE,TRUE
Kingston,Ontario,Long Term,Apartment,1340,1,1,301,301,FALSE,FALSE
Kingston,Ontario,Long Term,Apartment,1320,1,1,314,314,TRUE,FALSE
Kingston,Ontario,Long Term,Apartment,1309,1,1,267,267,FALSE,TRUE
Kingston,Ontario,Long Term,Apartment,1299,1,1,230,230,FALSE,TRUE
Kingston,Ontario,Long Term,Apartment,1280,1,1,275,275,FALSE,FALSE
Kingston,Ontario,Long Term,Apartment,1200,1,1,233,233,FALSE,FALSE
Kingston,Ontario,Long Term,Apartment,1190,1,1,207,207,FALSE,FALSE
Kingston,Ontario,Long Term,Apartment,1189,1,1,300,300,FALSE,TRUE
Kingston,Ontario,Long Term,Apartment,1180,1,1,247,247,FALSE,FALSE
Kingston,Ontario,Long Term,Apartment,775,2,1,238,238,FALSE,FALSE
Kingston,Ontario,Long Term,Apartment,750,3,1,165,165,FALSE,FALSE
Kitchener,Ontario,Long Term,House,2940,4,2.5,2500,2500,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2796,2,2,1011,1011,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2796,2,2,1109,1109,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2745,2,2,1011,1011,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2725,2,2,1089,1089,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2700,2,2,1089,1089,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2695,2,2,1089,1089,FALSE,TRUE
Kitchener,Ontario,Long Term,Townhouse,2650,3,1,1500,1500,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2645,2,2,992,992,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2645,3,1,1500,1500,FALSE,TRUE
Kitchener,Ontario,Long Term,Townhouse,2599,2,1,1066,1066,FALSE,TRUE
Kitchener,Ontario,Long Term,Townhouse,2595,3,2,1200,1200,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2580,2,2,862,862,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2580,2,2,872,872,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2545,2,2,1109,1109,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2501,2,2,820,820,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2500,3,1,1060,1060,FALSE,TRUE
Kitchener,Ontario,Long Term,Townhouse,2500,3,1,1200,1200,FALSE,TRUE
Kitchener,Ontario,Long Term,House,2495,3,1,1200,1200,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2482,2,2,822,822,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2481,2,2,820,820,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2456,1,1,392,392,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2452,2,2,792,792,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2442,2,2,822,822,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2436,2,2,818,818,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2430,2,2,807,807,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2401,2,2,820,820,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2400,2,2,807,807,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2395,2,2,944,944,FALSE,FALSE
Kitchener,Ontario,Long Term,Apartment,2375,2,1,960,960,FALSE,FALSE
Kitchener,Ontario,Long Term,Apartment,2335,2,2,1237,1237,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2300,2,1,540,540,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2300,2,1,540,540,FALSE,FALSE
Kitchener,Ontario,Long Term,Apartment,2300,2,1,720,720,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2300,2,1,720,720,FALSE,FALSE
Kitchener,Ontario,Long Term,Apartment,2300,2,1,730,730,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2300,2,1,762,762,FALSE,TRUE
Kitchener,Ontario,Long Term,Townhouse,2299,2,1,979,979,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2280,2,1.5,1146,1146,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2275,2,2,854,854,FALSE,FALSE
Kitchener,Ontario,Long Term,Apartment,2265,2,2,850,850,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2260,2,1,990,990,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2251,2,2,772,772,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2250,2,2,690,690,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2250,2,1,947,947,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2229,2,1,1000,1000,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2225,2,1,701,701,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2212,1,1,725,725,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2209,1,1,724,724,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2205,2,1,1105,1105,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2200,2,1,540,540,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2200,1,1,660,660,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2200,2,1,660,660,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2200,2,1,710,710,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2199,2,1,1000,1000,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2195,2,1,755,755,FALSE,FALSE
Kitchener,Ontario,Long Term,Apartment,2195,2,1,806,806,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2195,2,1,847,847,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2190,2,1,996,996,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2150,1,1,688,688,FALSE,TRUE
Kitchener,Ontario,Long Term,Townhouse,2150,2,1,1000,1000,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2116,1,1,699,699,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2095,2,1,1000,1000,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2080,1,1,579,579,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2070,1,1,629,629,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2052,1,1,582,582,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2050,1,1,710,710,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,2002,1,1,582,582,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,1965,1,1,700,700,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,1963,1,1,570,570,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,1960,1,1,650,650,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,1950,1,1,520,520,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,1950,1,1,691,691,FALSE,FALSE
Kitchener,Ontario,Long Term,Apartment,1935,1,1,562,562,FALSE,FALSE
Kitchener,Ontario,Long Term,Apartment,1930,1,1,560,560,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,1925,2,1,667,667,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,1920,1,1,600,600,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,1907,1,1,556,556,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,1900,1,1,520,520,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,1899,1,1,846,846,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,1895,1,1,600,600,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,1895,1,1,812,812,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,1890,1,1,720,720,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,1884,1,1,549,549,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,1875,1,1,487,487,FALSE,FALSE
Kitchener,Ontario,Long Term,Apartment,1875,2,1,640,640,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,1860,1,1,569,569,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,1850,1,1,530,530,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,1850,1,1,540,540,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,1845,1,1,543,543,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,1825,1,1,510,510,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,1800,1,1,530,530,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,1800,1,1,540,540,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,1795,1,1,520,520,FALSE,FALSE
Kitchener,Ontario,Long Term,Apartment,1795,1,1,950,950,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,1790,1,1,720,720,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,1789,1,1,828,828,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,1775,1,1,705,705,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,1770,1,1,679,679,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,1750,1,1,577,577,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,1715,1,1,550,550,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,1700,1,1,500,500,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,1699,1,1,490,490,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,1695,1,1,500,500,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,1695,1,1,572,572,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,1688,1,1,392,392,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,1675,1,1,528,528,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,1658,1,1,392,392,FALSE,TRUE
Kitchener,Ontario,Long Term,Townhouse,1650,1,1,570,570,FALSE,FALSE
Kitchener,Ontario,Long Term,Apartment,1649,1,1,490,490,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,1647,1,1,389,389,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,1640,1,1,420,420,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,1625,1,1,507,507,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,1599,1,1,490,490,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,1596,1,1,380,380,FALSE,TRUE
Kitchener,Ontario,Long Term,Apartment,1465,1,1,510,510,FALSE,FALSE
Kitchener,Ontario,Long Term,Apartment,1395,1,1,515,515,FALSE,FALSE
Kitchener,Ontario,Long Term,Apartment,1390,1,1,497,497,FALSE,FALSE
Kitimat,British Columbia,Long Term,House,2700,3,1,1250,1250,FALSE,FALSE
Ladysmith,British Columbia,Long Term,Apartment,2695,2,2,1080,1080,FALSE,TRUE
Ladysmith,British Columbia,Long Term,Apartment,2295,2,2,870,870,FALSE,TRUE
Ladysmith,British Columbia,Long Term,Apartment,2260,2,2,870,870,FALSE,TRUE
Ladysmith,British Columbia,Long Term,Apartment,2175,2,2,870,870,FALSE,TRUE
Ladysmith,British Columbia,Long Term,Apartment,2100,2,2,870,870,FALSE,TRUE
Ladysmith,British Columbia,Long Term,Apartment,1850,1,1,530,530,FALSE,TRUE
Ladysmith,British Columbia,Long Term,Apartment,1800,1,1,530,530,FALSE,TRUE
Ladysmith,British Columbia,Long Term,Apartment,1795,1,1,530,530,FALSE,TRUE
Ladysmith,British Columbia,Long Term,Apartment,1750,1,1,530,530,FALSE,TRUE
Ladysmith,British Columbia,Long Term,Apartment,1725,1,1,530,530,FALSE,TRUE
Lake Country,British Columbia,Short Term,Townhouse,3450,4,2.5,2200,2200,TRUE,FALSE
Lake Country,British Columbia,Long Term,Apartment,2410,2,2,1555,1555,FALSE,TRUE
Lake Country,British Columbia,Long Term,Apartment,2135,2,2,1050,1050,FALSE,TRUE
Langford,British Columbia,Long Term,Apartment,3400,2,2,970,970,FALSE,TRUE
Langford,British Columbia,Long Term,Apartment,3150,2,2,876,876,FALSE,TRUE
Langford,British Columbia,Long Term,Apartment,3007.84,2,1,1065,1065,FALSE,TRUE
Langford,British Columbia,Long Term,Apartment,2870,2,2,1009,1009,FALSE,FALSE
Langford,British Columbia,Long Term,Apartment,2800,1,1,769,769,FALSE,TRUE
Langford,British Columbia,Long Term,Apartment,2495,2,2,939,939,FALSE,FALSE
Langford,British Columbia,Long Term,Apartment,2400,1,1,575,575,FALSE,TRUE
Langford,British Columbia,Long Term,Apartment,2350,1,1,683,683,FALSE,TRUE
Langford,British Columbia,Long Term,Apartment,2256.61,1,1,605,605,FALSE,TRUE
Langford,British Columbia,Long Term,Apartment,2254.13,1,1,668,668,FALSE,TRUE
Langford,British Columbia,Long Term,Apartment,2242.01,1,1,639,639,FALSE,TRUE
Langford,British Columbia,Long Term,Apartment,2201.01,1,1,637,637,FALSE,TRUE
Langford,British Columbia,Long Term,Apartment,1878,1,1,373,373,FALSE,TRUE
Langley,British Columbia,Long Term,Apartment,3890,3,2,1102,1102,FALSE,TRUE
Langley,British Columbia,Long Term,Apartment,3340,3,2,907,907,FALSE,TRUE
Langley,British Columbia,Long Term,Apartment,3295,3,1,1011,1011,FALSE,TRUE
Langley,British Columbia,Long Term,Apartment,3240,3,2,842,842,FALSE,TRUE
Langley,British Columbia,Long Term,Apartment,3240,3,2,875,875,FALSE,TRUE
Langley,British Columbia,Long Term,Apartment,3200,2,1,1041,1041,FALSE,TRUE
Langley,British Columbia,Long Term,Apartment,3160,2,2,805,805,FALSE,TRUE
Langley,British Columbia,Long Term,Apartment,3120,2,2,805,805,FALSE,TRUE
Langley,British Columbia,Long Term,Apartment,2990,2,1,718,718,FALSE,TRUE
Langley,British Columbia,Long Term,Apartment,2846.88,2,2,897,897,FALSE,FALSE
Langley,British Columbia,Long Term,Apartment,2835,3,1,1124,1124,FALSE,TRUE
Langley,British Columbia,Long Term,Apartment,2805,2,1,725,725,FALSE,TRUE
Langley,British Columbia,Long Term,Apartment,2799,2,2,897,897,FALSE,FALSE
Langley,British Columbia,Long Term,Apartment,2790,1,1,644,644,FALSE,TRUE
Langley,British Columbia,Long Term,Apartment,2790,2,1,899,899,FALSE,TRUE
Langley,British Columbia,Long Term,Apartment,2775,1,1,675,675,FALSE,TRUE
Langley,British Columbia,Long Term,Apartment,2775,2,1,833,833,FALSE,TRUE
Langley,British Columbia,Long Term,Apartment,2775,2,1,1268,1268,FALSE,TRUE
Langley,British Columbia,Long Term,Apartment,2740,1,1,635,635,FALSE,TRUE
Langley,British Columbia,Long Term,Apartment,2730,2,1,973,973,FALSE,TRUE
Langley,British Columbia,Long Term,Apartment,2649,2,2,894,894,FALSE,FALSE
Langley,British Columbia,Long Term,Apartment,2605,2,1,965,965,FALSE,TRUE
Langley,British Columbia,Long Term,Apartment,2600,2,2,860,860,FALSE,FALSE
Langley,British Columbia,Long Term,Apartment,2595,2,1,825,825,FALSE,TRUE
Langley,British Columbia,Long Term,Apartment,2545,2,2,860,860,FALSE,TRUE
Langley,British Columbia,Long Term,Condo Unit,2500,2,2,~875,875,FALSE,FALSE
Langley,British Columbia,Long Term,Apartment,2475,2,2,821,821,FALSE,FALSE
Langley,British Columbia,Long Term,Apartment,2390,1,1,524,524,FALSE,TRUE
Langley,British Columbia,Long Term,Apartment,2215,1,1,645,645,FALSE,TRUE
Langley,British Columbia,Long Term,Apartment,2195,2,1,874,874,FALSE,TRUE
Langley,British Columbia,Long Term,Apartment,2155,2,1,920,920,FALSE,TRUE
Langley,British Columbia,Long Term,Apartment,2140,1,1,801,801,FALSE,TRUE
Langley,British Columbia,Long Term,Apartment,2110,1,1,574,574,FALSE,TRUE
Langley,British Columbia,Long Term,Apartment,2100,1,1,618,618,FALSE,FALSE
Langley,British Columbia,Long Term,Apartment,2060,1,1,585,585,FALSE,TRUE
Langley,British Columbia,Long Term,Apartment,1895,1,1,610,610,FALSE,TRUE
LaSalle,Ontario,Long Term,Townhouse,3500,3,2.5,2594,2594,FALSE,FALSE
LaSalle,Ontario,Long Term,Apartment,2375,2,2,1229,1229,FALSE,TRUE
LaSalle,Ontario,Long Term,Apartment,2323,2,2,1096,1096,FALSE,TRUE
LaSalle,Ontario,Long Term,Apartment,2307,2,2,1096,1096,FALSE,TRUE
LaSalle,Ontario,Long Term,Apartment,2281,2,2,1046,1046,FALSE,TRUE
LaSalle,Ontario,Long Term,Apartment,2276,2,1,1020,1020,FALSE,TRUE
LaSalle,Ontario,Long Term,Apartment,2266,2,2,1046,1046,FALSE,TRUE
LaSalle,Ontario,Long Term,Apartment,2215,2,2,1046,1046,FALSE,TRUE
LaSalle,Ontario,Long Term,Apartment,2215,2,2,1209,1209,FALSE,TRUE
LaSalle,Ontario,Long Term,Apartment,2115,2,1,1011,1011,FALSE,TRUE
LaSalle,Ontario,Long Term,Apartment,2091,2,1,916,916,FALSE,TRUE
LaSalle,Ontario,Long Term,Apartment,1978,2,1,944,944,FALSE,TRUE
LaSalle,Ontario,Long Term,Apartment,1930,2,1,918,918,FALSE,TRUE
LaSalle,Ontario,Long Term,Apartment,1880,2,1,809,809,FALSE,TRUE
LaSalle,Ontario,Long Term,Apartment,1761,2,1,766,766,FALSE,TRUE
LaSalle,Ontario,Long Term,Apartment,1607,2,1,690,690,FALSE,TRUE
LaSalle,Ontario,Long Term,Apartment,1480,1,1,555,555,FALSE,TRUE
LaSalle,Ontario,Long Term,Apartment,1468,1,1,563,563,FALSE,TRUE
LaSalle,Ontario,Long Term,Apartment,1452,1,1,544,544,FALSE,TRUE
LaSalle,Ontario,Long Term,Apartment,1432,1,1,544,544,FALSE,TRUE
LaSalle,Ontario,Long Term,Apartment,1427,1,1,548,548,FALSE,TRUE
LaSalle,Ontario,Long Term,Apartment,1425,1,1,554,554,FALSE,TRUE
LaSalle,Ontario,Long Term,Apartment,1391,1,1,548,548,FALSE,TRUE
LaSalle,Ontario,Long Term,Apartment,1391,1,1,554,554,FALSE,TRUE
LaSalle,Ontario,Long Term,Apartment,1370,1,1,563,563,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,3230,2,2,1346,1346,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,3190,3,2,1485,1485,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,2988,3,2,1264,1264,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,2930,3,2,1421,1421,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,2850,3,2,1249,1249,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,2850,3,2,1421,1421,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,2820,2,2,1182,1182,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,2820,3,2,1361,1361,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,2810,2,1,1324,1324,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,2790,3,2,1260,1260,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,2780,2,1,1324,1324,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,2770,3,2,1249,1249,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,2740,3,2,1361,1361,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,2720,2,1,1313,1313,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,2720,3,2,1361,1361,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,2710,2,2,1182,1182,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,2698,3,2,1401,1401,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,2550,3,2,1230,1230,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,2470,2,1,1254,1254,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,2400,3,1,1080,1080,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,2350,2,1,1060,1060,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,2290,2,1,1131,1131,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,2290,1,1,1141,1141,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,2290,3,1,1407,1407,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,2280,2,1,1084,1084,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,2280,2,1,1101,1101,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,2275,2,1,1020,1020,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,2260,2,1,1101,1101,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,2260,2,2,1164,1164,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,2240,2,1,1101,1101,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,2210,2,1,1101,1101,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,2210,2,2,1130,1130,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,2200,2,2,1155,1155,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,2180,2,1,1070,1070,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,2170,2,1,1101,1101,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,2160,2,1,1131,1131,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,2148,2,2,1178,1178,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,2120,2,2,1024,1024,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,2115,2,1,1065,1065,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,2090,2,2,1065,1065,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,2090,2,2,1164,1164,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,2084,2,1,815,815,FALSE,FALSE
Laval,Quebec,Long Term,Apartment,2060,2,2,1110,1110,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,2030,2,1,959,959,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,2000,2,2,1018,1018,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1990,2,1,1060,1060,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1980,2,1,1023,1023,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1950,3,1,1100,1100,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1935,2,1,1327,1327,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1920,2,1,952,952,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1900,2,1,842,842,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1898,2,2,1082,1082,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1880,1,1,788,788,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1880,1,1,952,952,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1878,2,2,920,920,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1870,2,1,850,850,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1870,2,1,958,958,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1815,1,1,788,788,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1790,2,1,861,861,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1790,2,1,959,959,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1775,1,1,780,780,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1770,1,1,829,829,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1750,1,1,725,725,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1750,1,1,840,840,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1750,2,1,1060,1060,FALSE,FALSE
Laval,Quebec,Long Term,Apartment,1730,1,1,788,788,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1720,1,1,775,775,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1710,1,1,840,840,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1695,1,1,860,860,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1680,1,1,829,829,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1680,1,1,829,829,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1670,1,1,810,810,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1660,1,1,723,723,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1660,1,1,840,840,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1620,1,1,753,753,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1610,1,1,721,721,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1610,1,1,745,745,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1565,1,1,635,635,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1565,1,1,745,745,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1559,1,1,1102,1102,FALSE,FALSE
Laval,Quebec,Long Term,Apartment,1555,1,1,762,762,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1548,1,1,617,617,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1548,1,1,631,631,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1530,1,1,672,672,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1495,2,1,850,850,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1490,1,1,672,672,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1490,1,1,673,673,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1490,1,1,845,845,FALSE,FALSE
Laval,Quebec,Long Term,Apartment,1480,1,1,672,672,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1470,1,1,670,670,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1460,1,1,641,641,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1460,1,1,648,648,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1460,1,1,670,670,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1440,1,1,642,642,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1440,1,1,670,670,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1438,1,1,617,617,FALSE,TRUE
Laval,Quebec,Long Term,Apartment,1430,1,1,641,641,FALSE,TRUE
